,,,,,,,,,,,,,,,,,,,,,
"Stock Market Data Used in ""Irrational Exuberance"" Princeton University Press, 2000, 2005, 2015, updated",,,,,,,,,,,,Cyclically,,Cyclically ,,,,,,,
Robert J. Shiller ,,,,,,,,,,,,Adjusted,,Adjusted,,,,,,,
,,,,,,,,,,,,Price,,Total Return Price,,,,,,,
,,,,  Consumer,,,,, Real ,, Real ,Earnings,,Earnings,,,Monthly,Real,,,
,S&P,,,Price,,Long,,, Total ,, TR ,Ratio,,Ratio,,Excess,Total,Total,10 Year,10 Year,Real 10 Year
,Comp.,Dividend,Earnings,Index,Date  ,Interest,Real,Real, Return ,Real, Scaled ,P/E10 or,,TR P/E10 or,,CAPE,Bond,Bond,Annualized Stock,Annualized Bonds ,Excess Annualized 
Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend, Price ,Earnings, Earnings ,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns
1873.1,4.19,0.33,0.46,12.27,1873.79,5.5,110.41,8.56,129.52,11.99,14.06,NA,,NA,,,1.01,1.16,12.02%,8.99%,3.04%
1873.11,4.04,0.33,0.46,11.89,1873.88,5.49,109.86,8.91,129.75,12.44,14.69,NA,,NA,,,1.01,1.21,12.34%,8.73%,3.61%
1873.12,4.42,0.33,0.46,12.18,1873.96,5.48,117.38,8.76,139.49,12.22,14.52,NA,,NA,,,1.01,1.18,11.23%,8.85%,2.37%
1874.01,4.66,0.33,0.46,12.37,1874.04,5.47,121.85,8.63,145.66,12.03,14.38,NA,,NA,,,1.01,1.17,10.47%,9.00%,1.47%
1874.02,4.8,0.33,0.46,12.37,1874.13,5.44,125.51,8.63,150.89,12.03,14.46,NA,,NA,,,1.01,1.18,10.43%,8.96%,1.47%
1874.03,4.73,0.33,0.46,12.37,1874.21,5.4,123.68,8.63,149.55,12.03,14.54,NA,,NA,,,1.01,1.19,10.54%,8.92%,1.62%
1874.04,4.6,0.33,0.46,12.18,1874.29,5.37,122.16,8.76,148.6,12.22,14.86,NA,,NA,,,1.01,1.22,10.39%,8.95%,1.44%
1874.05,4.48,0.33,0.46,12.08,1874.38,5.34,119.91,8.83,146.76,12.31,15.07,NA,,NA,,,1.01,1.23,9.89%,9.06%,0.84%
1874.06,4.46,0.33,0.46,11.8,1874.46,5.3,122.26,9.05,150.56,12.61,15.53,NA,,NA,,,1.01,1.27,9.22%,8.76%,0.46%
1874.07,4.46,0.33,0.46,11.89,1874.54,5.27,121.28,8.97,150.28,12.51,15.5,NA,,NA,,,1.01,1.27,9.43%,8.93%,0.50%
